City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,mersing,2.4312,103.8405,76.91,88,20,5.75,MY,1730073380
365,mareeba,-17.0,145.4333,84.24,74,79,9.31,AU,1730073381
366,newman,37.3138,-121.0208,76.05,56,100,1.99,US,1730073076
367,darwin,-12.4611,130.8418,89.94,66,40,5.75,AU,1730073384
368,meizhou,24.2977,116.1072,71.28,77,86,4.76,CN,1730073385
369,luganville,-15.5333,167.1667,80.24,83,100,9.95,VU,1730073386
370,alotau,-10.3069,150.4462,84.38,73,90,5.64,PG,1730073387
371,mugia,43.1041,-9.2179,56.91,82,26,16.51,ES,1730073388
372,nizhneangarsk,55.7833,109.55,27.52,81,77,5.82,RU,1730073390
373,stephenville,32.2207,-98.2023,84.33,42,0,0.0,US,1730073391
374,dadukou,26.5479,101.7054,63.63,84,98,1.97,CN,1730073392
375,barrouallie,13.2333,-61.2667,80.22,83,40,6.91,VC,1730073393
376,grunberg,50.594,8.9587,54.1,90,94,4.0,DE,1730073394
377,castillos,-34.1667,-53.8333,53.46,79,32,5.82,UY,1730073395
378,polyarnyy,69.1989,33.4478,42.42,86,100,22.95,RU,1730073397
379,amarante do maranhao,-5.5667,-46.7422,85.28,32,28,3.44,BR,1730073398
380,nadi,-17.8,177.4167,84.2,65,40,11.5,FJ,1730073399
381,gunnedah,-30.9833,150.25,77.16,26,0,6.85,AU,1730073400
382,gopalganj,26.4667,84.4333,75.02,82,0,4.52,IN,1730073401
383,chernomorskoye,45.5039,32.6997,58.6,71,17,12.5,UA,1730073402
384,iquitos,-3.7481,-73.2472,78.84,89,100,4.61,PE,1730073404
385,nueva concepcion,14.2,-91.3,79.83,84,36,5.12,GT,1730073405
386,brookings,44.3114,-96.7984,58.17,52,68,8.37,US,1730073406
387,kharan,28.5833,65.4167,71.33,25,4,11.68,PK,1730073407
388,yulinshi,38.2906,109.7494,50.09,59,1,5.19,CN,1730073408
389,belomorsk,64.5232,34.7668,40.08,92,31,12.82,RU,1730073409
390,el calafate,-50.3408,-72.2768,41.56,90,60,14.16,AR,1730073266
391,saldanha,-33.0117,17.9442,60.85,93,75,17.31,ZA,1730073412
392,bykhaw,53.5193,30.2469,42.64,76,2,4.09,BY,1730073413
393,oamaru,-45.0784,170.9801,52.57,76,15,9.48,NZ,1730073415
394,mount pearl,47.5166,-52.7813,42.15,87,20,13.8,CA,1730073416
395,dwarka,22.2394,68.9678,82.76,73,75,9.93,IN,1730073417
396,goz beida,13.95,20.55,79.56,19,83,7.65,TD,1730073418
397,sao jose de ribamar,-2.5619,-44.0542,80.98,80,16,14.67,BR,1730073413
398,motca,47.25,26.6167,52.61,65,4,4.05,RO,1730073421
399,meadow lake,34.8014,-106.5436,73.69,37,75,5.37,US,1730073422
400,rawson,-43.3002,-65.1023,61.09,25,0,10.36,AR,1730073423
401,tomakomai,42.6369,141.6033,53.74,76,75,17.27,JP,1730073424
402,storozhevaya,43.8789,41.4514,35.06,68,1,4.99,RU,1730073426
403,curuca,-0.7289,-47.8481,77.97,74,49,5.97,BR,1730073427
404,codrington,-38.2667,141.9667,57.81,58,68,11.18,AU,1730073428
405,la ronge,55.1001,-105.2842,41.25,65,75,18.41,CA,1730073432
406,colonia,50.9333,6.95,59.13,92,100,2.3,DE,1730073435
407,taoudenni,22.6783,-3.9836,78.71,26,0,9.08,ML,1730073436
408,usogorsk,63.4106,48.6872,32.38,91,15,3.56,RU,1730073438
409,mount gambier,-37.8333,140.7667,59.49,50,80,7.0,AU,1730073440
410,puerto maldonado,-12.6,-69.1833,77.4,73,0,2.3,PE,1730073441
411,ploneour-lanvern,47.9,-4.2833,50.32,100,100,4.61,FR,1730073442
412,devrek,41.2192,31.9558,47.73,69,0,4.41,TR,1730073443
413,luwuk,-0.9516,122.7875,82.33,56,20,5.41,ID,1730073444
414,san luis de la loma,17.2706,-100.8939,81.5,85,0,1.68,MX,1730073446
415,chernolesskoye,44.7156,43.7133,41.09,57,26,1.95,RU,1730073447
416,pak phanang,8.3511,100.202,78.39,86,100,5.08,TH,1730073448
417,ceerigaabo,10.6162,47.368,64.85,63,60,2.82,SO,1730073449
418,tolanaro,-25.0319,46.9987,75.27,94,20,18.41,MG,1730073450
419,weno,7.4515,151.8468,85.95,79,75,3.44,FM,1730073451
420,saguenay,48.4168,-71.0657,33.08,63,75,20.71,CA,1730073365
421,ain taya,36.7933,3.2869,60.64,94,75,10.36,DZ,1730073454
422,charef,34.621,2.795,56.34,77,100,8.9,DZ,1730073455
423,keflavik,64.0049,-22.5624,36.03,69,75,4.61,IS,1730073456
424,rancagua,-34.1708,-70.7444,75.06,38,0,4.12,CL,1730073457
425,alva,56.1528,-3.8051,46.45,98,100,5.1,GB,1730073459
426,bonthe,7.5264,-12.505,78.33,89,62,4.43,SL,1730073460
427,stiens,53.2623,5.7577,51.98,80,100,5.75,NL,1730073461
428,ad dilam,23.9915,47.1627,70.7,45,0,4.54,SA,1730073462
429,prado del rey,36.7987,-5.5507,52.95,67,95,3.4,ES,1730073463
430,emerald,-23.5333,148.1667,73.35,68,100,16.4,AU,1730073464
431,meadow lakes,61.6247,-149.6011,35.42,67,0,1.01,US,1730073466
432,princeville,45.7668,-61.2985,39.85,76,100,13.8,CA,1730073467
433,west end,26.6833,-78.9667,76.26,63,100,17.72,BS,1730073468
434,palmas,-10.2128,-48.3603,85.87,70,40,5.75,BR,1730073227
435,plattsburgh,44.6995,-73.4529,41.22,82,100,9.22,US,1730073471
436,lazaro cardenas,17.9583,-102.2,82.76,80,0,8.43,MX,1730073424
437,vrangel',42.7297,133.0839,41.92,62,2,12.77,RU,1730073334
438,general pico,-35.6566,-63.7568,67.15,52,0,11.61,AR,1730073475
439,jinchang,38.4953,102.1739,48.51,27,75,5.23,CN,1730073476
440,mutoko,-17.397,32.2268,68.67,52,35,2.48,ZW,1730073478
441,riacho de santana,-13.6092,-42.9389,80.91,36,97,5.41,BR,1730073479
442,ylitornio,66.3089,23.6773,45.3,98,100,8.05,FI,1730073480
443,cole harbour,44.6724,-63.4751,41.94,57,16,8.05,CA,1730073481
444,mukdahan,16.5833,104.5,70.79,88,100,4.92,TH,1730073483
445,sitka,57.0531,-135.33,48.09,71,20,4.61,US,1730073485
446,aliveri,38.4167,24.0333,59.41,58,85,5.39,GR,1730073486
447,cobija,-11.0267,-68.7692,74.48,91,92,3.53,BO,1730073487
448,hailey,43.5196,-114.3153,62.46,22,0,14.0,US,1730073488
449,kone,-21.0595,164.8658,84.09,48,39,3.96,NC,1730073489
450,susanville,40.4163,-120.653,59.83,51,19,5.99,US,1730073491
451,rudarpur,26.4394,83.6144,76.69,81,46,4.72,IN,1730073492
452,cooper's town,26.8667,-77.5167,74.68,76,95,14.54,BS,1730073493
453,ust'-ilimsk,58.0006,102.6619,28.65,99,100,3.06,RU,1730073494
454,alvorada,-12.48,-49.1247,79.66,73,100,4.68,BR,1730073239
455,grimes,41.6883,-93.7911,62.02,49,0,5.75,US,1730073499
456,changling,44.2653,124.0005,38.55,72,0,7.36,CN,1730073500
457,nicoya,10.1483,-85.452,75.87,88,81,5.14,CR,1730073314
458,beloyarskiy,63.7119,66.6722,27.19,93,75,4.25,RU,1730073502
459,vytegra,61.0064,36.4481,37.85,90,7,9.35,RU,1730073504
460,meulaboh,4.1363,96.1285,75.92,90,100,3.83,ID,1730073506
461,kyshtovka,56.555,76.6271,34.47,91,60,2.39,RU,1730073507
462,medicine hat,50.0501,-110.6683,65.39,33,60,5.99,CA,1730073510
463,flying fish cove,-10.4217,105.6791,78.48,83,75,5.75,CX,1730073511
464,zahedan,29.4963,60.8629,55.31,50,0,11.5,IR,1730073513
465,peterhead,57.5058,-1.7981,49.87,92,100,17.13,GB,1730073515
466,trairi,-3.2778,-39.2689,77.94,82,5,10.74,BR,1730073460
467,muroto-misakicho,33.2833,134.15,71.44,82,100,16.78,JP,1730073517
468,richards bay,-28.783,32.0377,70.7,93,77,11.92,ZA,1730073520
469,bandar,2.05,99.75,73.02,87,96,2.46,ID,1730073521
470,korsun-shevchenkivskyi,49.4189,31.2587,51.04,61,65,6.55,UA,1730073522
471,tongouson,5.0214,120.1328,82.31,77,74,1.7,PH,1730073524
472,eyl,7.9803,49.8164,78.98,83,75,5.75,SO,1730073526
473,forster,-32.1667,152.5167,76.17,41,0,4.52,AU,1730073527
474,uacu cungo,-11.3634,15.1208,62.22,97,100,2.57,AO,1730073528
475,tralee,52.2704,-9.7026,56.82,98,100,7.52,IE,1730073529
476,abbeville,50.1,1.8333,52.48,88,76,4.65,FR,1730073530
477,chui,-33.6971,-53.4616,55.98,83,24,5.99,UY,1730073533
478,huaicheng,23.9051,112.1931,66.22,66,23,2.91,CN,1730073534
479,brisas de zicatela,15.8369,-97.0419,81.79,74,11,1.43,MX,1730073535
480,mabama,-5.1333,32.5333,66.81,84,80,2.71,TZ,1730073536
481,huicungo,-7.2833,-76.8,78.17,82,98,2.89,PE,1730073537
482,cannonvale,-20.2833,148.7,78.19,64,69,11.54,AU,1730073539
483,grambling,32.5276,-92.714,76.44,52,60,4.5,US,1730073541
484,agat village,13.3886,144.6585,81.54,92,40,5.75,GU,1730073542
485,kirensk,57.7853,108.1119,27.82,99,99,2.89,RU,1730073543
486,erndtebruck,50.9833,8.2667,52.75,99,100,3.0,DE,1730073544
487,chenzhou,25.8,113.0333,58.39,96,100,2.71,CN,1730073547
488,huarmey,-10.0681,-78.1522,64.94,82,12,9.1,PE,1730073549
489,juan griego,11.0817,-63.9655,84.33,79,90,14.97,VE,1730073550
490,sosnovo-ozerskoye,52.5249,111.5418,24.67,91,83,5.37,RU,1730073551
491,burang,30.25,81.1667,37.6,70,0,4.18,CN,1730073553
492,chegdomyn,51.1167,133.0167,27.64,66,98,0.54,RU,1730073554
493,kuanda,56.3161,116.0806,20.77,96,99,1.34,RU,1730073555
494,conception bay south,47.4999,-52.9981,41.92,88,8,14.7,CA,1730073557
495,walvis bay,-22.9575,14.5053,54.55,66,65,3.44,NA,1730073559
496,egilsstadir,65.2653,-14.3948,28.31,74,75,3.44,IS,1730073560
497,pimentel,-6.8367,-79.9342,66.49,77,20,19.57,PE,1730073561
498,san antonio de pale,-1.4014,5.6325,77.95,84,96,16.31,GQ,1730073563
499,luohe,33.5717,114.0353,57.88,52,6,3.27,CN,1730073564
500,daru,-9.0763,143.2092,80.94,84,100,4.21,PG,1730073565
501,pyu,18.4833,96.4333,74.23,97,100,4.23,MM,1730073567
502,chusovoy,58.3013,57.8131,29.79,90,89,4.16,RU,1730073568
503,savelugu,9.6244,-0.8253,81.34,57,49,2.82,GH,1730073569
504,ketchikan,55.3422,-131.6461,48.18,87,75,6.91,US,1730073570
505,labrador city,52.9463,-66.9114,27.18,77,100,69.99,CA,1730073572
506,male,4.1748,73.5089,84.15,74,20,17.27,MV,1730073573
507,malagon,39.2139,-4.0005,43.74,83,94,8.63,ES,1730073575
508,kampli,15.4,76.6167,71.53,64,45,2.62,IN,1730073576
509,amqui,48.4638,-67.4313,31.1,65,100,10.31,CA,1730073577
510,jiaojiang,28.6803,121.4428,60.84,94,99,6.11,CN,1730073578
511,stettler,52.3168,-112.7186,44.22,60,79,24.09,CA,1730073580
512,claveria,18.6074,121.0832,81.3,77,100,7.4,PH,1730073582
513,mudurnu,40.473,31.2076,46.31,51,1,0.83,TR,1730073583
514,port blair,11.6667,92.75,77.04,100,40,0.0,IN,1730073585
515,kuala belait,4.5833,114.1833,79.48,87,41,4.79,BN,1730073586
516,kailua-kona,19.6406,-155.9956,82.56,90,88,3.0,US,1730073587
517,vila velha,-20.3297,-40.2925,71.55,86,100,20.0,BR,1730073588
518,adi keyh,14.8444,39.3772,58.41,81,14,5.26,ER,1730073589
519,prince rupert,54.3161,-130.3201,49.69,82,100,9.22,CA,1730073590
520,ulladulla,-35.35,150.4667,65.12,64,95,10.4,AU,1730073472
521,bang len,14.0219,100.1718,77.5,94,100,3.56,TH,1730073593
522,mhamid,29.82,-5.72,69.78,32,48,5.84,MA,1730073594
523,trenggalek,-8.05,111.7167,80.06,76,64,4.16,ID,1730073595
524,lubao,14.9167,120.55,78.51,83,42,1.34,PH,1730073597
525,pokhara,28.2333,83.9833,65.19,63,35,3.4,NP,1730073598
526,moroto,2.5345,34.6666,72.09,66,98,6.58,UG,1730073599
527,guadalupe y calvo,26.1,-106.9667,61.09,41,0,2.84,MX,1730073600
528,arawa,-6.2132,155.5367,81.81,84,100,3.67,PG,1730073601
529,canutama,-6.5339,-64.3831,76.26,87,100,2.19,BR,1730073603
530,sao joao do piaui,-8.3581,-42.2467,85.21,24,6,4.43,BR,1730073606
531,taulaga,-11.0553,-171.0883,79.93,81,100,10.71,AS,1730073607
532,sosnovka,56.255,51.2842,36.72,88,100,0.87,RU,1730073608
533,mili,6.0815,171.735,83.88,72,64,6.31,MH,1730073609
534,port lavaca,28.615,-96.6261,78.06,64,0,9.75,US,1730073419
535,seminole,28.7086,-81.2081,75.56,77,0,5.75,US,1730073322
536,wewak,-3.5534,143.6268,84.56,66,50,4.79,PG,1730073614
537,guasdualito,7.2424,-70.7324,84.16,79,20,0.0,VE,1730073617
538,san miguel,13.4833,-88.1833,78.62,86,95,1.25,SV,1730073618
539,kismayo,-0.3582,42.5454,78.03,76,100,11.32,SO,1730073619
540,hillsborough,37.5741,-122.3794,67.41,83,75,16.11,US,1730073620
541,voi,-3.3945,38.563,72.12,87,99,4.34,KE,1730073621
542,tosontsengel,48.7567,98.2839,26.11,95,75,3.53,MN,1730073622
543,tual,-5.6667,132.75,80.01,82,100,14.61,ID,1730073624
544,canton,23.1167,113.25,70.97,63,72,12.21,CN,1730073399
545,dungarvan,52.0881,-7.6253,57.09,100,100,8.99,IE,1730073627
546,baruun-urt,46.6806,113.2792,36.54,75,100,4.12,MN,1730073628
547,koster,-25.863,26.8976,52.34,39,71,18.52,ZA,1730073632
548,pisco,-13.7,-76.2167,66.25,77,0,20.71,PE,1730073633
549,khovd,48.0056,91.6419,35.87,62,72,3.83,MN,1730073635
550,novyy turtkul',41.55,61.0167,46.58,51,19,5.35,UZ,1730073636
551,san pedro pochutla,15.7333,-96.4667,75.52,89,22,4.18,MX,1730073638
552,kuqa,41.7278,82.9364,50.99,36,91,0.72,CN,1730073639
553,callao,-12.0667,-77.15,68.72,77,20,14.97,PE,1730073640
554,masuguru,-11.3667,38.4167,75.79,78,2,5.46,TZ,1730073641
555,darab,28.7519,54.5444,68.11,50,0,0.18,IR,1730073642
556,vila do maio,15.1333,-23.2167,77.95,76,96,16.31,CV,1730073644
557,kununurra,-15.7667,128.7333,87.78,62,22,3.44,AU,1730073646
558,wenchang,30.904,118.4887,60.24,79,100,2.46,CN,1730073648
559,caetes,-8.7731,-36.6225,66.2,90,1,14.18,BR,1730073649
560,balqash,46.8481,74.995,46.63,74,100,18.54,KZ,1730073650
561,ostersund,63.1792,14.6357,42.62,70,40,14.97,SE,1730073651
562,zinjibar,13.1287,45.3807,82.89,71,51,6.49,YE,1730073652
563,crane,31.3974,-102.3501,81.68,22,0,17.81,US,1730073653
564,la porte,29.6658,-95.0194,79.03,74,0,8.66,US,1730073484
565,son la,21.3167,103.9,62.49,84,99,2.26,VN,1730073656
566,nelson,-41.2833,173.2833,51.66,91,85,1.59,NZ,1730073423
567,porto-vecchio,41.591,9.2795,64.06,94,75,9.22,FR,1730073658
568,parham,17.0968,-61.7705,82.09,77,20,6.91,AG,1730073659
569,cabo san lucas,22.8909,-109.9124,88.75,53,2,8.99,MX,1730073380
570,seydi,39.4816,62.9137,49.35,53,41,6.08,TM,1730073661
571,jieshi,22.8134,115.8257,73.26,78,77,9.93,CN,1730073663
572,hotan,37.0997,79.9269,50.54,27,21,6.42,CN,1730073664
573,sheldon,43.1811,-95.8561,60.78,33,0,11.5,US,1730073665
574,chipinge,-20.1883,32.6236,70.88,60,75,5.06,ZW,1730073666
575,priargunsk,50.3691,119.1012,29.44,82,45,0.47,RU,1730073668
576,chibougamau,49.9168,-74.3659,28.02,64,100,13.8,CA,1730073669
577,san sebastian de la gomera,28.0916,-17.1133,70.16,68,0,8.05,ES,1730073670
578,tyuratam,45.6507,63.3156,41.11,70,24,13.49,KZ,1730073671
579,bogo,11.0517,124.0055,83.01,76,97,11.88,PH,1730073672
580,puerto baquerizo moreno,-0.9,-89.6,68.74,78,86,10.09,EC,1730073401
581,mckinleyville,40.9465,-124.1006,60.84,83,0,3.44,US,1730073675
